Name,Team,Role,Batting Style,Bowling Style
Stuart Law,Australia,Top order Batter,Right hand Bat,"Right arm Medium, Legbreak Googly"
Stuart MacGill,Australia,Bowler,Right hand Bat,Legbreak Googly
Stuart Matsikenyeri,Zimbabwe,Middle order Batter,Right hand Bat,Right arm Offbreak
Stuart Meaker,England,Bowler,Right hand Bat,Right arm Fast medium
Stuart Poynter,Ireland,Wicketkeeper Batter,Right hand Bat,
Stuart Thompson,Ireland,Bowler,Left hand Bat,Right arm Medium fast
Stuart Williams,West Indies,Batter,Right hand Bat,Right arm Medium
Subhash Gupte,India,Bowler,Right hand Bat,Legbreak Googly
Sudeep Tyagi,India,Bowler,Right hand Bat,Right arm Medium
Sudheera De Zoysa,Sri Lanka,Bowler,Left hand Bat,Slow Left arm Orthodox
Sugandika Kumari,Sri Lanka,Bowler,Left hand Bat,Slow Left arm Orthodox
Suleman Shafqat,Pakistan,Bowler,Right hand Bat,Legbreak
Sulieman Benn,West Indies,Bowler,Left hand Bat,Slow Left arm Orthodox
Suliman Safi,Afghanistan,Batter,Left hand Bat,
Sumit Sharma,India,Middle order Batter,Right hand Bat,Right arm Offbreak
Sumudu Fernando,Sri Lanka,Allrounder,Right hand Bat,Right arm Medium
Sune Luus,South Africa,Allrounder,Right hand Bat,Legbreak
Sunil Ambris,West Indies,Opening Batter,Right hand Bat,
Sunil Gavaskar,India,Opening Batter,Right hand Bat,"Right arm Medium, Right arm Offbreak"
Sunil Jayasinghe,Sri Lanka,Wicketkeeper Batter,Right hand Bat,
Sunil Joshi,India,Allrounder,Left hand Bat,Slow Left arm Orthodox
Sunil Narine,West Indies,Bowling Allrounder,Left hand Bat,Right arm Offbreak
Sunzamul Islam,Bangladesh,Bowler,Left hand Bat,Slow Left arm Orthodox
Supeshala Jayathilake,Sri Lanka,Allrounder,Left hand Bat,Slow Left arm Orthodox
Suraiya Azmin,Bangladesh,Bowler,Right hand Bat,Right arm Medium
Suraj Ahuja,India,Wicketkeeper Batter,Right hand Bat,
Suraj Randiv,Sri Lanka,Bowler,Right hand Bat,Right arm Offbreak
Suranga Lakmal,Sri Lanka,Bowler,Right hand Bat,Right arm Fast medium
Suresh Lokeshwar,India,Wicketkeeper,Right hand Bat,
Suresh Raina,India,Middle order Batter,Left hand Bat,Right arm Offbreak
Suryakumar Yadav,India,Batter,Right hand Bat,"Right arm Medium, Right arm Offbreak"
Sushant Marathe,India,Wicketkeeper,Left hand Bat,Legbreak Googly
Sushma Verma,India,Wicketkeeper Batter,Right hand Bat,
Susie Rowe,England,Batter,Right hand Bat,Right arm Medium
Suved Parkar,India,Middle order Batter,Right hand Bat,Right arm Offbreak
Suzie Bates,New Zealand,Allrounder,Right hand Bat,Right arm Medium
Sydney Barnes,England,Bowler,Right hand Bat,"Right arm Fast medium, Right arm Medium"
Syed Abid Ali,India,Bowler,Right hand Bat,Right arm Medium fast
Syed Kirmani,India,Wicketkeeper Batter,Right hand Bat,Right arm Offbreak
Syed Rasel,Bangladesh,Bowler,Left hand Bat,Left arm Medium fast
Syed Saad Ali,Pakistan,Top order Batter,Left hand Bat,Right arm Medium
Syeda Aroob Shah,Pakistan,Allrounder,Right hand Bat,Legbreak Googly
T Natarajan,India,Bowler,Left hand Bat,Left arm Medium
Tabish Khan,Pakistan,Bowler,Right hand Bat,Right arm Fast medium
Tabraiz Shamsi,South Africa,Bowler,Right hand Bat,Left arm Wrist spin
Tadiwanashe Marumani,Zimbabwe,Top order Batter,Left hand Bat,Right arm Offbreak
Tafadzwa Kamungozi,Zimbabwe,Allrounder,Right hand Bat,Legbreak
Tafadzwa Mufambisi,Zimbabwe,Wicketkeeper Batter,Right hand Bat,Right arm Offbreak
Tafadzwa Tsiga,Zimbabwe,Wicketkeeper Batter,Right hand Bat,Right arm Medium
Tagenarine Chanderpaul,West Indies,Opening Batter,Left hand Bat,Legbreak
Tahir Naqqash,Pakistan,Bowler,Right hand Bat,Right arm Fast medium
Tahjibul Islam,Bangladesh,Wicketkeeper Batter,Left hand Bat,
Tahlia McGrath,Australia,Allrounder,Right hand Bat,Right arm Medium
Taibur Rahman,Bangladesh,Allrounder,Left hand Bat,Slow Left arm Orthodox
Taijul Islam,Bangladesh,Bowler,Left hand Bat,Slow Left arm Orthodox
Takudzwanashe Kaitano,Zimbabwe,Opening Batter,Right hand Bat,Right arm Offbreak
Tamim Iqbal,Bangladesh,Opening Batter,Left hand Bat,
Tammy Beaumont,England,Opening Batter,Right hand Bat,
Tanaka Chivanga,Zimbabwe,Bowler,Right hand Bat,Right arm Fast
Tanbir Hayder,Bangladesh,Middle order Batter,Right hand Bat,Legbreak
Taniya Bhatia,India,Wicketkeeper Batter,Right hand Bat,
Tanunurwa Makoni,Zimbabwe,Opening Batter,Right hand Bat,Right arm Medium
Tanveer Sangha,Australia,Bowler,Right hand Bat,Legbreak
Tanvir Ahammed,Bangladesh,Bowler,Right hand Bat,Right arm Medium
Tanvir Ahmed,Pakistan,Bowler,Right hand Bat,Right arm Fast medium
Tanvir Islam,Bangladesh,Bowler,Left hand Bat,Slow Left arm Orthodox
Tanzid Hasan,Bangladesh,Opening Batter,Left hand Bat,
Tanzim Hasan Sakib,Bangladesh,Bowler,Right hand Bat,Right arm Medium
Tapash Baisya,Bangladesh,Bowler,Right hand Bat,Right arm Fast medium
Tariq Stanikzai,Afghanistan,Batting Allrounder,Left hand Bat,Slow Left arm Orthodox
Tarisai Musakanda,Zimbabwe,Top order Batter,Right hand Bat,"Right arm Medium, Right arm Slow medium"
Tarun Nethula,New Zealand,Bowler,Right hand Bat,Legbreak
Taruwar Kohli,India,Top order Batter,Right hand Bat,Right arm Medium
Tash Farrant,England,Bowler,Left hand Bat,Left arm Medium
Taskin Ahmed,Bangladesh,Bowler,Left hand Bat,Right arm Fast
Tatenda Taibu,Zimbabwe,Wicketkeeper Batter,Right hand Bat,Right arm Medium
Taufeeq Umar,Pakistan,Batter,Left hand Bat,Right arm Offbreak
Taun Harrison,Zimbabwe,Bowling Allrounder,Left hand Bat,Right arm Offbreak
Taurai Muzarabani,Zimbabwe,Bowler,Right hand Bat,Right arm Fast medium
Tauseef Ahmed,Pakistan,Bowler,Right hand Bat,Right arm Offbreak
Tawanda Mupariwa,Zimbabwe,Bowler,Right hand Bat,Right arm Fast medium
Tayla Vlaeminck,Australia,Bowler,Right hand Bat,Right arm Fast
Tayyab Tahir,Pakistan,Middle order Batter,Right hand Bat,Legbreak Googly
Tazmin Brits,South Africa,Opening Batter,Right hand Bat,
Ted Dexter,England,Allrounder,Right hand Bat,Right arm Medium
Temba Bavuma,South Africa,Middle order Batter,Right hand Bat,Right arm Medium
Tendai Chatara,Zimbabwe,Bowler,Right hand Bat,Right arm Fast medium
Tendai Chisoro,Zimbabwe,Bowler,Left hand Bat,"Left arm Fast medium, Slow Left arm Orthodox"
Terry Alderman,Australia,Bowler,Right hand Bat,Right arm Fast medium
Terry Duffin,Zimbabwe,Opening Batter,Left hand Bat,Right arm Medium
Thamsyn Newton,New Zealand,Bowler,Right hand Bat,Right arm Medium
Thandi Tshabalala,South Africa,Bowler,Right hand Bat,Right arm Offbreak
Thando Ntini,South Africa,Bowler,Left hand Bat,Right arm Fast
Thanuka Dabare,Sri Lanka,Opening Batter,Left hand Bat,
Tharaka Kottehewa,Sri Lanka,Allrounder,Right hand Bat,Right arm Medium fast
Tharanga Paranavitana,Sri Lanka,Opening Batter,Left hand Bat,Right arm Offbreak
Tharika Sewwandi,Sri Lanka,Bowler,Left hand Bat,Left arm Medium fast
Tharindu Kaushal,Sri Lanka,Bowler,Right hand Bat,Right arm Offbreak
Theunis de Bruyn,South Africa,Middle order Batter,Right hand Bat,Right arm Medium fast
Thikshila de Silva,Sri Lanka,Allrounder,Left hand Bat,Right arm Fast medium
Thilan Samaraweera,Sri Lanka,Batter,Right hand Bat,Right arm Offbreak
Thilan Thushara,Sri Lanka,Bowler,Left hand Bat,Left arm Fast medium
Thilina Kandamby,Sri Lanka,Top order Batter,Left hand Bat,Legbreak
Thilina Masmulla,Sri Lanka,Batter,Left hand Bat,Right arm Offbreak
Thinus Fourie,Ireland,Bowler,Right hand Bat,Right arm Medium fast
Thirush Kamini,India,Opening Batter,Left hand Bat,Legbreak
Thisara Perera,Sri Lanka,Bowling Allrounder,Left hand Bat,Right arm Medium fast
Thomas Kaber,South Africa,Allrounder,Right hand Bat,Left arm Wrist spin
Tiaan van Vuuren,South Africa,Allrounder,Right hand Bat,Left arm Medium fast
Tilak Varma,India,Batting Allrounder,Left hand Bat,Right arm Offbreak
Tillakaratne Dilshan,Sri Lanka,Allrounder,Right hand Bat,Right arm Offbreak
Tim Ambrose,England,Middle order Batter,Right hand Bat,
Tim Armstrong,Australia,Allrounder,Right hand Bat,Right arm Fast medium
Tim Bresnan,England,Allrounder,Right hand Bat,Right arm Medium fast
Tim David,Australia,Middle order Batter,Right hand Bat,Right arm Offbreak
Tim May,Australia,Bowler,Right hand Bat,Right arm Offbreak
Tim McIntosh,New Zealand,Batter,Left hand Bat,
Tim Murtagh,Ireland,Bowler,Left hand Bat,Right arm Fast medium
Tim Paine,Australia,Wicketkeeper Batter,Right hand Bat,Right arm Medium
Tim Phillips,England,Bowler,Left hand Bat,Slow Left arm Orthodox
Tim Robinson,England,Opening Batter,Right hand Bat,Right arm Medium
Tim Seifert,New Zealand,Wicketkeeper Batter,Right hand Bat,
Tim Southee,New Zealand,Bowler,Right hand Bat,Right arm Medium fast
Tim Zoehrer,Australia,Wicketkeeper Batter,Right hand Bat,Legbreak Googly
Timycen Maruma,Zimbabwe,Top order Batter,Right hand Bat,Legbreak Googly
Tinashe Kamunhukamwe,Zimbabwe,Opening Batter,Right hand Bat,Right arm Offbreak
Tinashe Nenhunzi,Zimbabwe,Middle order Batter,Right hand Bat,Legbreak
Tinashe Panyangara,Zimbabwe,Bowler,Right hand Bat,Right arm Fast medium
Tino Best,West Indies,Bowler,Right hand Bat,Right arm Fast
Tino Mawoyo,Zimbabwe,Batter,Right hand Bat,Right arm Medium fast
Tinotenda Mutombodzi,Zimbabwe,Allrounder,Right hand Bat,Legbreak Googly
Tipu Sultan,Bangladesh,Bowler,,Slow Left arm Orthodox
Toby Roland-Jones,England,Bowler,Right hand Bat,Right arm Medium fast
Todd Astle,New Zealand,Bowler,Right hand Bat,Legbreak
Todd Murphy,Australia,Bowler,Left hand Bat,Right arm Offbreak
Todd Watson,New Zealand,Bowler,Right hand Bat,Right arm Medium fast
Tom Alsop,England,Wicketkeeper Batter,Left hand Bat,
Tom Banton,England,Wicketkeeper Batter,Right hand Bat,
Tom Barber,England,Allrounder,Right hand Bat,Left arm Fast medium
Tom Blundell,New Zealand,Wicketkeeper Batter,Right hand Bat,Right arm Offbreak
Tom Bruce,New Zealand,Top order Batter,Right hand Bat,Right arm Offbreak
Tom Clark,England,Batter,Left hand Bat,Right arm Medium
Tom Graveney,England,Top order Batter,Right hand Bat,Legbreak
Tom Hogan,Australia,Bowler,Right hand Bat,Slow Left arm Orthodox
Tom Lammonby,England,Batting Allrounder,Left hand Bat,Left arm Medium fast
Tom Latham,New Zealand,Wicketkeeper Batter,Left hand Bat,Right arm Medium
Tom Lawes,England,Bowling Allrounder,Right hand Bat,Right arm Medium fast
Tom Leaver,Australia,Opening Batter,Right hand Bat,Right arm Offbreak
Tom Moody,Australia,Top order Batter,Right hand Bat,Right arm Medium
Tom Moores,England,Wicketkeeper Batter,Left hand Bat,
Tom Prest,England,Top order Batter,Right hand Bat,Right arm Offbreak
Tom Scriven,England,Allrounder,Right hand Bat,Right arm Medium fast
Tom Smith,England,Allrounder,Left hand Bat,Right arm Medium
Tom Westley,England,Top order Batter,Right hand Bat,Right arm Offbreak
Tonito Willett,West Indies,Allrounder,Right hand Bat,Right arm Medium fast
Tony Blain,New Zealand,Wicketkeeper Batter,Right hand Bat,Legbreak
Tony de Zorzi,South Africa,Top order Batter,Left hand Bat,Right arm Offbreak
Tony Dodemaide,Australia,Bowler,Right hand Bat,Right arm Fast medium
Tony Gray,West Indies,Bowler,Right hand Bat,Right arm Fast
Tony Greig,England,Allrounder,Right hand Bat,"Right arm Medium, Right arm Offbreak"
Tony Lock,England,Bowler,Right hand Bat,Slow Left arm Orthodox
Tony Mann,Australia,Allrounder,Left hand Bat,Legbreak Googly
Tony Munyonga,Zimbabwe,Allrounder,Right hand Bat,Right arm Offbreak
Tony White,West Indies,Allrounder,Right hand Bat,"Right arm Medium, Right arm Offbreak"
Towhid Hridoy,Bangladesh,Top order Batter,Right hand Bat,Right arm Offbreak
Travis Birt,Australia,Middle order Batter,Left hand Bat,Right arm Medium
Travis Dean,Australia,Opening Batter,Right hand Bat,
Travis Dowlin,West Indies,Batter,Right hand Bat,Right arm Offbreak
Travis Friend,Zimbabwe,Bowling Allrounder,Right hand Bat,Right arm Fast medium
Travis Head,Australia,Middle order Batter,Left hand Bat,Right arm Offbreak
Trent Boult,New Zealand,Bowler,Right hand Bat,Left arm Fast medium
Trent Copeland,Australia,Bowler,Right hand Bat,Right arm Fast medium
Trent Johnston,Ireland,Bowler,Right hand Bat,Right arm Fast medium
Trevon Griffith,West Indies,Opening Batter,Left hand Bat,Right arm Offbreak
Trevor Chappell,Australia,Batter,Right hand Bat,Right arm Medium
Trevor Garwe,Zimbabwe,Bowler,Left hand Bat,Right arm Fast medium
Trevor Goddard,South Africa,Allrounder,Left hand Bat,Left arm Medium
Trevor Gripper,Zimbabwe,Opening Batter,Right hand Bat,Right arm Offbreak
Trevor Hohns,Australia,Bowler,Left hand Bat,Legbreak Googly
Trisha Chetty,South Africa,Wicketkeeper Batter,Right hand Bat,
Trishan Holder,West Indies,Allrounder,Right hand Bat,Right arm Medium
Tristan Stubbs,South Africa,Wicketkeeper Batter,Right hand Bat,Right arm Offbreak
Tshepo Moreki,South Africa,Bowler,Right hand Bat,Right arm Fast medium
Tuba Hassan,Pakistan,Bowler,Right hand Bat,Legbreak
Tumi Sekhukhune,South Africa,Bowler,Left hand Bat,Right arm Fast medium
Tushar Imran,Bangladesh,Top order Batter,Right hand Bat,
Tymal Mills,England,Bowler,Right hand Bat,Left arm Fast
Tyron Henderson,South Africa,Bowler,Right hand Bat,Right arm Fast medium
Tyrone Kane,Ireland,Bowler,Right hand Bat,Right arm Medium fast
Udara Jayasundera,Sri Lanka,Top order Batter,Left hand Bat,Legbreak
Uday Kaul,India,Wicketkeeper,Left hand Bat,
Udeshika Prabodhani,Sri Lanka,Bowler,Right hand Bat,Left arm Medium
Umal Irandika,Sri Lanka,Bowler,Left hand Bat,Slow Left arm Orthodox
Umar Akmal,Pakistan,Middle order Batter,Right hand Bat,Right arm Offbreak
Umar Amin,Pakistan,Top order Batter,Left hand Bat,Right arm Medium
Umar Gul,Pakistan,Bowler,Right hand Bat,Right arm Fast medium
Umer Khan,Pakistan,Bowler,Left hand Bat,Slow Left arm Orthodox
Umesh Karunaratne,Sri Lanka,Batter,Right hand Bat,Right arm Offbreak
Umesh Yadav,India,Bowler,Right hand Bat,Right arm Fast
Umran Malik,India,Bowler,Right hand Bat,Right arm Fast
Unmukt Chand,India,Top order Batter,Right hand Bat,Right arm Offbreak
Upul Chandana,Sri Lanka,Bowler,Right hand Bat,Legbreak
Upul Fernando,Sri Lanka,Wicketkeeper Batter,Right hand Bat,Right arm Medium
Upul Tharanga,Sri Lanka,Batter,Left hand Bat,
Usama Mir,Pakistan,Bowler,Right hand Bat,Legbreak
Usman Afzaal,England,Allrounder,Left hand Bat,Slow Left arm Orthodox
Usman Ghani,Afghanistan,Opening Batter,Right hand Bat,
Usman Khawaja,Australia,Top order Batter,Left hand Bat,Right arm Medium
Usman Qadir,Pakistan,Bowler,Left hand Bat,Legbreak
Usman Salahuddin,Pakistan,Middle order Batter,Right hand Bat,
Usman Shinwari,Pakistan,Bowler,Right hand Bat,Left arm Medium fast
Utkarsh Singh,India,Allrounder,Left hand Bat,Right arm Offbreak
Utpal Chatterjee,India,Bowler,Left hand Bat,Slow Left arm Orthodox
Valentine Kitime,South Africa,Middle order Batter,Right hand Bat,Right arm Medium
Valmai Gee,Ireland,Middle order Batter,Right hand Bat,
Vanburn Holder,West Indies,Bowler,Right hand Bat,Right arm Fast medium
Varun Aaron,India,Bowler,Right hand Bat,Right arm Fast
Varun Chakravarthy,India,Bowler,Right hand Bat,Legbreak Googly
Varun Chopra,England,Top order Batter,Right hand Bat,Legbreak Googly
Vasbert Drakes,West Indies,Bowling Allrounder,Right hand Bat,Right arm Fast
Vaughn van Jaarsveld,South Africa,Opening Batter,Left hand Bat,Right arm Medium
Veda Krishnamurthy,India,Middle order Batter,Right hand Bat,Legbreak
Veerasammy Permaul,West Indies,Bowler,Right hand Bat,Slow Left arm Orthodox
Vellaswamy Vanitha,India,Opening Batter,Right hand Bat,Right arm Medium
Venatappa Muddiah,India,Bowler,Right hand Bat,"Right arm Medium, Right arm Offbreak"
Venkatapathy Raju,India,Bowler,Right hand Bat,Slow Left arm Orthodox
Venkatesh Iyer,India,Allrounder,Left hand Bat,Right arm Medium
Venkatesh Prasad,India,Bowler,Right hand Bat,Right arm Medium fast
Venugopal Rao,India,Middle order Batter,Right hand Bat,Right arm Offbreak
Vernon Philander,South Africa,Allrounder,Right hand Bat,Right arm Fast medium
Vic Marks,England,Allrounder,Right hand Bat,Right arm Offbreak
Vic Pollard,New Zealand,Allrounder,Right hand Bat,Right arm Offbreak
Vicky Ostwal,India,Bowler,Right hand Bat,Slow Left arm Orthodox
Victor Mpitsang,South Africa,Bowler,Right hand Bat,Right arm Fast medium
Victor Nyauchi,Zimbabwe,Bowler,Right hand Bat,Right arm Fast medium
Vidyadhar Patil,India,Bowler,Right hand Bat,Right arm Medium
Vidyut Sivaramakrishnan,India,Batting Allrounder,Left hand Bat,Slow Left arm Orthodox
Vijay Manjrekar,India,Top order Batter,Right hand Bat,Right arm Offbreak
Vijay Shankar,India,Allrounder,Right hand Bat,Right arm Medium
Vijayakanth Viyaskanth,Sri Lanka,Bowler,Right hand Bat,Legbreak
Vikas Mishra,India,Bowler,Right hand Bat,Slow Left arm Orthodox
Vikram Solanki,England,Middle order Batter,Right hand Bat,Right arm Offbreak
Vikum Sanjaya,Sri Lanka,Bowler,Right hand Bat,Right arm Fast medium
Vinay Kumar,India,Bowler,Right hand Bat,Right arm Medium
Vince Wells,England,Allrounder,Right hand Bat,Right arm Medium
Vinod Kambli,India,Middle order Batter,Left hand Bat,Right arm Offbreak
Vinothen John,Sri Lanka,Bowler,Right hand Bat,Right arm Medium fast
Vinuja Ranpul,Sri Lanka,Bowler,Left hand Bat,Right arm Fast medium
Virat Kohli,India,Top order Batter,Right hand Bat,Right arm Medium
Virat Singh,India,Top order Batter,Left hand Bat,Legbreak Googly
Virender Sehwag,India,Top order Batter,Right hand Bat,Right arm Offbreak
Vishad Randika,Sri Lanka,Batter,Right hand Bat,
Vishmi Gunaratne,Sri Lanka,Batter,Right hand Bat,Right arm Medium fast
Vishva Chathuranga,Sri Lanka,Batter,Left hand Bat,
Vishwa Fernando,Sri Lanka,Bowler,Right hand Bat,Left arm Medium fast
Viv Richards,West Indies,Batting Allrounder,Right hand Bat,"Right arm Slow, Right arm Offbreak"
Vusi Sibanda,Zimbabwe,Opening Batter,Right hand Bat,"Right arm Medium, Right arm Offbreak"
VVS Laxman,India,Top order Batter,Right hand Bat,Right arm Offbreak
Wafadar Momand,Afghanistan,Bowler,Right hand Bat,Right arm Medium
Wahab Riaz,Pakistan,Bowler,Right hand Bat,Left arm Fast
Wally Grout,Australia,Wicketkeeper Batter,Right hand Bat,
Wandile Makwetu,South Africa,Middle order Batter,Right hand Bat,
Wanindu Hasaranga de Silva,Sri Lanka,Allrounder,Right hand Bat,Legbreak
Wanitha Wanninayaka,Sri Lanka,Batter,Right hand Bat,
Wanuja Sahan,Sri Lanka,Allrounder,Left hand Bat,Slow Left arm Orthodox
Waqar Salamkheil,Afghanistan,Bowler,Right hand Bat,Left arm Wrist spin
Waqar Younis,Pakistan,Bowler,Right hand Bat,Right arm Fast
Waqarullah Ishaq,Afghanistan,Bowler,Right hand Bat,Left arm Wrist spin
Waqas Maqsood,Pakistan,Bowler,Left hand Bat,Left arm Fast medium
Warren Lees,New Zealand,Wicketkeeper Batter,Right hand Bat,Right arm Medium
Washington Sundar,India,Bowling Allrounder,Left hand Bat,Right arm Offbreak
Wasi Siddiquee,Bangladesh,Bowling Allrounder,Left hand Bat,Legbreak
Wasim Akram,Pakistan,Bowler,Left hand Bat,Left arm Fast
Wasim Bari,Pakistan,Wicketkeeper Batter,Right hand Bat,Right arm Bowler
Wasim Jaffer,India,Top order Batter,Right hand Bat,Right arm Offbreak
Wasim Raja,Pakistan,Allrounder,Left hand Bat,Legbreak Googly
Wavell Hinds,West Indies,Batter,Left hand Bat,Right arm Medium
Wayne Clark,Australia,Bowler,Right hand Bat,Right arm Fast medium
Wayne Daniel,West Indies,Bowler,Right hand Bat,Right arm Fast
Wayne Larkins,England,Top order Batter,Right hand Bat,Right arm Medium
Wayne Parnell,South Africa,Bowler,Left hand Bat,Left arm Medium fast
Wayne Phillips,Australia,Wicketkeeper Batter,Left hand Bat,
Wellington Masakadza,Zimbabwe,Bowler,Left hand Bat,Slow Left arm Orthodox
Wes Agar,Australia,Bowler,Right hand Bat,Right arm Fast
Wes Hall,West Indies,Bowler,Right hand Bat,Right arm Fast
Wessly Madhevere,Zimbabwe,Allrounder,Right hand Bat,Right arm Offbreak
Wiaan Mulder,South Africa,Allrounder,Right hand Bat,Right arm Medium
Wihan Lubbe,South Africa,Top order Batter,Left hand Bat,Right arm Offbreak
Will Beer,England,Bowler,Right hand Bat,Legbreak
Will Davis,England,Bowler,Right hand Bat,Right arm Fast medium
Will Jacks,England,Batter,Right hand Bat,Right arm Offbreak
Will Pucovski,Australia,Top order Batter,Right hand Bat,
Will Rhodes,England,Batting Allrounder,Left hand Bat,Right arm Medium fast
Will Smeed,England,Top order Batter,Right hand Bat,Right arm Offbreak
Will Sutherland,Australia,Allrounder,Right hand Bat,Right arm Medium fast
